,SiteEnergyUse(kBtu),TotalGHGEmissions,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ENERGYSTARScore,age_batiment,LargestPropertyUseType,PrimaryPropertyType,BuildingType,Ratio_buildingParSurface,Ratio_parkingParSurface,SurfaceParetage,ComplianceStatus,Outlier,is_energyStarImputed,pr_steam,pr_natural,pr_elec
369,3897738.0,27.17,1.0,4,90000,36528,53472,84.0,16,Office,Small- and Mid-Sized Office,NonResidential,0.59,40.587,18000.0,Compliant,inconnue,False,0.0,0.0,0.9999997434409393
370,5413418.0,37.74,1.0,3,96041,33709,62332,70.0,15,Office,Small- and Mid-Sized Office,NonResidential,0.65,35.099000000000004,24010.25,Compliant,inconnue,False,0.0,0.0,0.9999998152738252
372,8651835.0,85.01,1.0,4,243334,103032,140302,89.0,17,Office,Large Office,NonResidential,0.58,42.342,48666.8,Compliant,inconnue,False,0.0,0.06185716671665606,0.9381428332833439
373,52960796.0,1623.34,1.0,6,154660,0,154660,85.2,25,Other - Entertainment/Public Assembly,Mixed Use Property,NonResidential,1.0,0.0,22094.28571,Compliant,inconnue,True,0.33134728564125054,0.008979472287387826,0.6596730910162302
374,7683885.0,53.57,1.0,5,390295,121375,268920,95.0,34,Office,Large Office,NonResidential,0.69,31.098,65049.16667,Compliant,inconnue,False,0.0,0.0,0.9999998698575004
375,1429146.375,17.17,1.0,2,90000,0,90000,87.0,49,Non-Refrigerated Warehouse,Warehouse,NonResidential,1.0,0.0,30000.0,Compliant,inconnue,False,0.0,0.109312805694938,0.890686931910666
376,1047461.0,32.22,1.0,1,50200,0,50200,80.6,50,Retail Store,Retail Store,NonResidential,1.0,0.0,25100.0,Compliant,inconnue,True,0.0,0.5155323205350844,0.48446767946491565
377,4758198.0,120.24,1.0,6,94033,6200,87833,65.4,91,Office,Small- and Mid-Sized Office,NonResidential,0.93,6.593,13433.28571,Compliant,inconnue,True,0.0,0.3966095988439321,0.6033904011560679
378,227566.7031,8.15,1.0,2,63240,0,63240,100.0,75,Non-Refrigerated Warehouse,Warehouse,NonResidential,1.0,0.0,21080.0,Compliant,inconnue,False,0.0,0.6246871711171703,0.3753141335552442
379,17085344.0,413.35,1.0,5,322869,182454,140415,75.0,8,Parking,Other,NonResidential,0.43,56.510000000000005,53811.5,Compliant,inconnue,True,0.0,0.3732578050520961,0.6267421949479038
380,465533.3125,3.25,1.0,4,130293,23400,106893,81.6,28,Self-Storage Facility,Self-Storage Facility,NonResidential,0.82,17.96,26058.6,Compliant,inconnue,True,0.0,0.0,0.9999993287268781
381,1123943.0,25.58,1.0,4,106041,0,106041,94.0,19,Non-Refrigerated Warehouse,Warehouse,NonResidential,1.0,0.0,21208.2,Compliant,inconnue,False,0.0,0.34218817146421127,0.6578118285357888
382,1000796.875,33.18,1.0,3,94470,0,94470,80.6,60,Self-Storage Facility,Self-Storage Facility,NonResidential,1.0,0.0,23617.5,Compliant,inconnue,True,0.0,0.5674857847652652,0.43251434013520473
383,7637986.0,53.25,1.0,10,181694,38186,143508,88.0,14,Office,Large Office,NonResidential,0.79,21.017,16517.63636,Compliant,inconnue,False,0.0,0.0,0.9999998690754343
385,402051.3125,2.8,1.0,1,22780,0,22780,33.0,50,Non-Refrigerated Warehouse,Warehouse,NonResidential,1.0,0.0,11390.0,Compliant,inconnue,False,0.0,0.0,0.9999992227360283
386,5464762.0,237.36,1.0,1,124472,0,124472,62.0,49,Distribution Center,Distribution Center,NonResidential,1.0,0.0,62236.0,Compliant,inconnue,False,0.0,0.7903006571923901,0.2096993428076099
387,8493420.0,59.21,1.0,22,227556,98556,129000,95.0,46,Office,Large Office,NonResidential,0.57,43.311,9893.73913,Compliant,inconnue,False,0.0,0.0,0.9999998822617979
388,1529510.25,42.65,1.0,1,50065,0,50065,72.0,49,Distribution Center,Distribution Center,NonResidential,1.0,0.0,25032.5,Compliant,inconnue,False,0.0,0.4532490056866242,0.5467508308623626
389,2582687.0,76.68,1.0,1,57540,0,57540,26.0,47,Distribution Center,Distribution Center,NonResidential,1.0,0.0,28770.0,Compliant,inconnue,False,0.0,0.49239648474631265,0.5076035152536873
390,1536998.25,10.72,1.0,1,85400,0,85400,49.0,50,Non-Refrigerated Warehouse,Warehouse,NonResidential,1.0,0.0,42700.0,Compliant,inconnue,False,0.0,0.0,0.999999837345293
391,519806.0938,3.62,1.0,1,55700,0,55700,63.0,50,Non-Refrigerated Warehouse,Warehouse,NonResidential,1.0,0.0,27850.0,Compliant,inconnue,False,0.0,0.0,0.9999998195480948
392,1794187.25,46.93,1.0,1,53250,0,53250,96.0,52,Office,Small- and Mid-Sized Office,NonResidential,1.0,0.0,26625.0,Compliant,inconnue,False,0.0,0.415794951168001,0.5842049094931424
393,2179719.75,28.63,1.0,6,78672,28427,50245,98.0,29,Office,Small- and Mid-Sized Office,NonResidential,0.64,36.134,11238.85714,Compliant,inconnue,False,0.0,0.1336029551505417,0.8663967007685277
394,325513.0,6.32,1.0,3,64660,0,64660,89.0,30,Non-Refrigerated Warehouse,Warehouse,NonResidential,1.0,0.0,16165.0,Compliant,inconnue,False,0.0,0.2694208833441368,0.7305791166558632
395,3684188.5,38.48,1.0,2,75844,19928,55916,62.0,89,Other,Mixed Use Property,NonResidential,0.74,26.275,25281.33333,Compliant,inconnue,True,0.0,0.07527763576700812,0.9247222285178948
396,9357230.0,204.81,1.0,1,161678,0,161678,25.0,48,Distribution Center,Distribution Center,NonResidential,1.0,0.0,80839.0,Compliant,inconnue,False,0.0,0.3233036913702025,0.6766962017605638
397,21795830.0,152.71,1.0,1,101101,0,101101,1.0,67,Distribution Center,Distribution Center,NonResidential,1.0,0.0,50550.5,Compliant,inconnue,False,0.0,0.0007605583269827302,0.9992393040320098
398,1061458.25,32.02,1.0,1,52613,0,52613,80.0,36,Distribution Center,Distribution Center,NonResidential,1.0,0.0,26306.5,Compliant,inconnue,False,0.0,0.5026914624291628,0.49730830204579407
399,5094197.0,74.31,1.0,1,56608,0,56608,66.2,76,Other,Other,NonResidential,1.0,0.0,28304.0,Compliant,inconnue,True,0.0,0.16507645856648262,0.8349233451317254
400,17695420.0,142.36,1.0,1,104099,0,104099,75.0,63,Refrigerated Warehouse,Refrigerated Warehouse,NonResidential,1.0,0.0,52049.5,Compliant,inconnue,True,0.0,0.02326618978244088,0.9767335841703673
401,14715262.0,414.43,1.0,1,58184,7450,50734,41.0,13,Supermarket/Grocery Store,Supermarket / Grocery Store,NonResidential,0.87,12.803999999999998,29092.0,Compliant,inconnue,False,0.0,0.45930680676973334,0.5406931932302667
402,11054535.0,272.54,1.0,1,58480,0,58480,37.0,36,Supermarket/Grocery Store,Supermarket / Grocery Store,NonResidential,1.0,0.0,29240.0,Compliant,inconnue,False,0.0,0.3832601733134863,0.6167397362259018
404,9937707.0,190.61,1.0,4,264008,159994,104014,42.0,20,Retail Store,Retail Store,NonResidential,0.39,60.602000000000004,52801.6,Compliant,inconnue,False,0.0,0.26462845000360746,0.7353714493695578
405,5444253.5,38.55,1.0,2,62220,0,62220,32.0,102,Office,Small- and Mid-Sized Office,NonResidential,1.0,0.0,20740.0,Compliant,inconnue,False,0.0,0.002356062222304674,0.9976438459377397
406,3181045.5,90.24,1.0,1,65430,0,65430,89.0,46,Office,Small- and Mid-Sized Office,NonResidential,1.0,0.0,32715.0,Compliant,inconnue,False,0.0,0.4637632501641363,0.5362365926548363
407,6062770.5,49.17,1.0,3,102290,42440,59850,26.0,10,Office,Large Office,NonResidential,0.59,41.49,25572.5,Compliant,inconnue,False,0.0,0.024674033100873603,0.9753258844285793
408,12232124.0,85.28,1.0,3,80004,0,80004,52.2,90,Other,Other,NonResidential,1.0,0.0,20001.0,Compliant,inconnue,True,0.0,0.0,0.9999998364960984
409,8024064.5,262.45,1.0,2,323916,0,323916,92.0,25,Non-Refrigerated Warehouse,Warehouse,NonResidential,1.0,0.0,107972.0,Compliant,inconnue,False,0.0,0.5578194193229629,0.44218051836447725
410,21027396.0,247.35,1.0,14,304052,0,304052,66.0,84,Office,Mixed Use Property,NonResidential,1.0,0.0,20270.13333,Compliant,inconnue,False,0.0,0.10385931762544444,0.8961406348175495
411,4855036.5,33.85,1.0,4,85385,31210,54175,65.4,38,Office,Small- and Mid-Sized Office,NonResidential,0.63,36.552,17077.0,Compliant,inconnue,True,0.0,0.0,0.9999998970141625
412,1988334.5,42.25,1.0,2,98024,0,98024,94.0,27,Distribution Center,Distribution Center,NonResidential,1.0,0.0,32674.66667,Compliant,inconnue,False,0.0,0.3094539676296921,0.6905462838370505
413,2603931.25,63.89,1.0,1,65000,15000,50000,37.0,88,Office,Mixed Use Property,NonResidential,0.77,23.077,32500.0,Compliant,inconnue,True,0.0,0.38072587361897514,0.6192740303723456
414,5135040.0,35.8,1.0,5,144573,66620,77953,62.0,26,Office,Large Office,NonResidential,0.54,46.081,24095.5,Compliant,inconnue,False,0.0,0.0,0.9999998052595501
415,7290824.5,129.29,1.0,2,302812,0,302812,97.0,66,Retail Store,Retail Store,NonResidential,1.0,0.0,100937.33333,Compliant,inconnue,False,0.0,0.23324303033216615,0.7667569010884846
416,9080022.0,293.55,1.0,5,86400,0,86400,53.0,42,Office,Small- and Mid-Sized Office,NonResidential,1.0,0.0,14400.0,Compliant,inconnue,False,0.0,0.5495956948121932,0.45040419505591506
417,5450441.5,46.49,0.0,2,98539,0,98539,62.0,47,Other,Other,NonResidential,1.0,0.0,32846.33333,Compliant,inconnue,True,0.0,0.03377836456000858,0.9662215437043036
418,6361236.5,44.35,1.0,6,86483,0,86483,56.0,35,Office,Small- and Mid-Sized Office,NonResidential,1.0,0.0,12354.71429,Compliant,inconnue,False,0.0,0.0,0.9999999213989292
419,1124543.125,22.1,1.0,1,51600,0,51600,75.0,40,Distribution Center,Distribution Center,NonResidential,1.0,0.0,25800.0,Compliant,inconnue,False,0.0,0.27480938092080726,0.7251905079229398
420,2225512.0,57.73,1.0,1,140520,0,140520,61.0,48,Non-Refrigerated Warehouse,Warehouse,NonResidential,1.0,0.0,70260.0,Compliant,inconnue,False,0.0,0.4111359543332051,0.5888640456667948
421,4636396.5,58.88,1.0,5,154029,62380,91649,95.0,30,Office,Large Office,NonResidential,0.6,40.499,25671.5,Compliant,inconnue,False,0.0,0.12417294336237204,0.8758269487952551
422,6963616.5,49.28,1.0,3,161789,91935,69854,77.8,11,Parking,Other,NonResidential,0.43,56.824,40447.25,Compliant,inconnue,True,0.0,0.002299092719996858,0.9977008354782317
423,4765753.5,33.22,1.0,3,63909,0,63909,62.0,11,Medical Office,Medical Office,NonResidential,1.0,0.0,15977.25,Compliant,inconnue,True,0.0,0.0,0.9999998950847961
424,971155.625,34.0,1.0,2,53472,0,53472,77.6,68,Non-Refrigerated Warehouse,Warehouse,NonResidential,1.0,0.0,17824.0,Compliant,inconnue,True,0.0,0.607658530526454,0.3923418556114526
425,1847401.0,58.67,1.0,1,50417,0,50417,14.0,36,Non-Refrigerated Warehouse,Warehouse,NonResidential,1.0,0.0,25208.5,Compliant,inconnue,False,0.0,0.5371784469100104,0.4628215530899897
426,11508035.0,611.19,1.0,1,43728,0,43728,46.6,116,Restaurant,Restaurant,NonResidential,1.0,0.0,21864.0,Compliant,inconnue,True,0.0,1.0,0.0
427,15640994.0,295.48,1.0,3,133298,0,133298,21.0,55,Medical Office,Medical Office,NonResidential,1.0,0.0,33324.5,Compliant,inconnue,False,0.0,0.25834739147652636,0.7416524806543625
428,6455828.5,91.1,1.0,2,168619,0,168619,78.0,51,Retail Store,Retail Store,NonResidential,1.0,0.0,56206.33333,Compliant,inconnue,False,0.0,0.15473552310133393,0.8452643994492729
429,47102428.0,1156.45,0.0,5,251827,113318,138509,85.2,14,Parking,Mixed Use Property,NonResidential,0.55,44.998,41971.16667,Compliant,inconnue,True,0.0,0.38103284187388387,0.6189671156654599
430,6486377.5,45.22,1.0,4,175885,71385,104500,91.0,16,Office,Large Office,NonResidential,0.59,40.586,35177.0,Compliant,inconnue,False,0.0,0.0,0.9999999229153714
431,1028376.875,23.86,1.0,2,104786,0,104786,93.0,47,Non-Refrigerated Warehouse,Warehouse,NonResidential,1.0,0.0,34928.66667,Compliant,inconnue,False,0.0,0.3516794365878754,0.6483206849628936
432,1770027.5,49.9,1.0,1,53040,41600,11440,40.6,16,Other,Other,NonResidential,0.22,78.431,26520.0,Compliant,inconnue,True,0.0,0.4599137584020587,0.5400859591164544
433,2339814.25,107.83,0.0,1,110689,0,110689,42.2,43,Other,Other,NonResidential,1.0,0.0,55344.5,Compliant,inconnue,True,0.0,0.8477108813231649,0.15228901183074683
434,2058955.25,22.12,1.0,1,53620,0,53620,86.0,68,Office,Small- and Mid-Sized Office,NonResidential,1.0,0.0,26810.0,Compliant,inconnue,False,0.0,0.08177496815435886,0.918224910424838
435,3202213.0,65.3,1.0,1,50008,0,50008,62.0,78,Office,Small- and Mid-Sized Office,NonResidential,1.0,0.0,25004.0,Compliant,inconnue,False,0.0,0.2908535440959112,0.7091461436200528
436,6657348.5,49.74,1.0,4,291176,100176,191000,98.0,7,Office,Large Office,NonResidential,0.66,34.404,58235.2,Compliant,inconnue,False,0.0,0.01084936442789498,0.9891504102571768
437,2551022.25,107.16,1.0,1,50832,0,50832,63.0,59,Non-Refrigerated Warehouse,Warehouse,NonResidential,1.0,0.0,25416.0,Compliant,inconnue,False,0.0,0.759315995773851,0.24068429822593668
438,2843033.5,20.29,1.0,1,76354,0,76354,70.0,45,Refrigerated Warehouse,Refrigerated Warehouse,NonResidential,1.0,0.0,38177.0,Compliant,inconnue,False,0.0,0.003555709069203722,0.9964441150623093
439,2831565.5,39.5,1.0,1,98480,0,98480,65.0,60,Non-Refrigerated Warehouse,Warehouse,NonResidential,1.0,0.0,49240.0,Compliant,inconnue,False,0.0,0.1512301234069987,0.8487697000122371
440,3441643.25,64.0,1.0,2,53002,0,53002,75.0,112,Retail Store,Mixed Use Property,NonResidential,1.0,0.0,17667.33333,Compliant,inconnue,False,0.0,0.25194708951893835,0.7480528378413422
441,22530168.0,640.71,1.0,3,175918,51218,124700,51.8,8,Office,Mixed Use Property,NonResidential,0.71,29.115000000000002,43979.5,Compliant,inconnue,True,0.0,0.4652608449257902,0.5347391106892767
442,19155416.0,406.02,1.0,3,169785,63782,106003,73.2,96,Other,Other,NonResidential,0.62,37.566,42446.25,Compliant,inconnue,True,0.0,0.30830716492922944,0.6916927828662139
443,13898181.0,365.79,1.0,11,124721,0,124721,58.0,45,Office,Large Office,NonResidential,1.0,0.0,10393.41667,Compliant,inconnue,False,0.0,0.41934991348867884,0.5806500865113211
444,5662234.0,39.47,1.0,7,94002,0,94002,70.0,46,Office,Small- and Mid-Sized Office,NonResidential,1.0,0.0,11750.25,Compliant,inconnue,False,0.0,0.0,1.0
445,1252323.875,8.73,1.0,1,93020,0,93020,60.0,42,Non-Refrigerated Warehouse,Warehouse,NonResidential,1.0,0.0,46510.0,Compliant,inconnue,False,0.0,0.0,1.000000099814435
446,711118.375,25.74,1.0,1,23000,0,23000,66.8,70,Other,Other,NonResidential,1.0,0.0,11500.0,Compliant,inconnue,True,0.0,0.6334810290902693,0.366519849807003
447,13133225.0,306.5,1.0,1,61053,0,61053,32.0,14,Supermarket/Grocery Store,Supermarket / Grocery Store,NonResidential,1.0,0.0,30526.5,Compliant,inconnue,False,0.0,0.354717139164219,0.6452827846930209
449,2830674.75,19.73,1.0,5,78920,0,78920,88.0,112,Office,Small- and Mid-Sized Office,NonResidential,1.0,0.0,13153.33333,Compliant,inconnue,False,0.0,0.0,0.9999997350455047
450,6606832.5,134.69,1.0,7,99440,0,99440,64.0,110,Office,Small- and Mid-Sized Office,NonResidential,1.0,0.0,12430.0,Compliant,inconnue,False,0.0,0.2907567279781953,0.7092431963425742
451,2853189.5,19.89,1.0,6,73260,0,73260,82.0,109,Office,Small- and Mid-Sized Office,NonResidential,1.0,0.0,10465.71429,Compliant,inconnue,False,0.0,0.0,0.9999998247575214
452,2178074.5,76.8,1.0,4,69817,0,69817,87.0,116,Office,Small- and Mid-Sized Office,NonResidential,1.0,0.0,13963.4,Compliant,inconnue,False,0.35402149352558876,0.0743160989213179,0.5716622640777439
453,2094724.625,26.04,1.0,4,84750,0,84750,67.6,116,Office,Small- and Mid-Sized Office,NonResidential,1.0,0.0,16950.0,Compliant,inconnue,True,0.0,0.11833679570172619,0.8816633833194184
454,3570161.75,24.89,1.0,6,75496,13320,62176,57.0,116,Office,Small- and Mid-Sized Office,NonResidential,0.82,17.643,10785.14286,Compliant,inconnue,True,0.0,0.0,1.0000000700248386
455,7655751.0,130.31,1.0,4,164380,0,164380,79.0,116,Office,Large Office,NonResidential,1.0,0.0,32876.0,Compliant,inconnue,False,0.05218799729771775,0.1383924320422647,0.8094194808582463
456,4336187.5,99.59,1.0,7,160580,0,160580,98.0,109,Office,Large Office,NonResidential,1.0,0.0,20072.5,Compliant,inconnue,False,0.0800721616166275,0.22482837746292106,0.6950993240029404
458,1904480.0,13.28,1.0,3,67755,0,67755,73.2,110,Other,Other,Nonresidential COS,1.0,0.0,16938.75,Compliant,inconnue,True,0.0,0.0,1.0
459,2371575.0,31.58,1.0,3,56700,0,56700,37.0,106,Office,Mixed Use Property,NonResidential,1.0,0.0,14175.0,Compliant,inconnue,False,0.0,0.13752843574417845,0.8624715642558215
460,2153603.5,65.56,1.0,1,82852,0,82852,83.0,94,Non-Refrigerated Warehouse,Warehouse,NonResidential,1.0,0.0,41426.0,Compliant,inconnue,False,0.0,0.5087004176952721,0.4912998144737413
461,3978277.0,132.6,1.0,2,76442,0,76442,34.6,63,Other,Other,NonResidential,1.0,0.0,25480.66667,Compliant,inconnue,True,0.0,0.5713212026211347,0.4286787973788653
462,3155496.0,74.18,1.0,2,92792,0,92792,56.0,54,Distribution Center,Distribution Center,NonResidential,1.0,0.0,30930.66667,Compliant,inconnue,False,0.0,0.35839785567783955,0.6416021443221605
463,2244317.0,15.65,2.0,2,125519,0,125519,70.4,75,Other,Other,NonResidential,1.0,0.0,41839.66667,Compliant,inconnue,True,0.0,0.0,1.0
464,4374646.0,30.5,1.0,4,129000,25800,103200,80.0,116,Office,Large Office,NonResidential,0.8,20.0,25800.0,Compliant,inconnue,False,0.0,0.0,0.9999997714100752
465,861972.875,16.48,1.0,1,78814,0,78814,69.0,62,Non-Refrigerated Warehouse,Warehouse,NonResidential,1.0,0.0,39407.0,Compliant,inconnue,False,0.0,0.2631706943214425,0.7368294506947217
466,1776411.75,41.18,1.0,4,58970,0,58970,38.8,112,Office,Small- and Mid-Sized Office,NonResidential,1.0,0.0,11794.0,Compliant,inconnue,True,0.0,0.35129074101204294,0.6487093997210951
467,2688675.75,18.74,1.0,6,75600,10800,64800,15.0,106,Distribution Center,Distribution Center,NonResidential,0.86,14.285999999999998,10800.0,Compliant,inconnue,False,0.0,0.0,0.999999721052269
468,1056782.125,7.37,1.0,4,56270,0,56270,72.8,109,Distribution Center,Distribution Center,NonResidential,1.0,0.0,11254.0,Compliant,inconnue,True,0.0,0.0,0.9999998817163944
469,5608600.5,138.35,1.0,4,66842,0,66842,31.0,112,Office,Small- and Mid-Sized Office,NonResidential,1.0,0.0,13368.4,Compliant,inconnue,False,0.0,0.3835288321926299,0.6164710786585709
470,2891605.0,20.18,1.0,6,75288,10800,64488,81.0,107,Office,Small- and Mid-Sized Office,NonResidential,0.86,14.344999999999999,10755.42857,Compliant,inconnue,False,0.0,0.00013003159145180617,0.9998699684085482
471,9722890.0,67.78,1.0,7,184322,0,184322,81.0,112,Office,Large Office,NonResidential,1.0,0.0,23040.25,Compliant,inconnue,False,0.0,0.0,0.9999998971499214
472,25567108.0,182.14,1.0,7,287853,0,287853,43.0,7,Office,Large Office,NonResidential,1.0,0.0,35981.625,Compliant,inconnue,False,0.0,0.0033059664002670934,0.9966939553742253
473,5968153.5,180.76,1.0,2,64512,0,64512,53.0,102,Office,Small- and Mid-Sized Office,NonResidential,1.0,0.0,21504.0,Compliant,inconnue,False,0.0,0.5053514458031282,0.49464863797487785
474,63835192.0,445.62,1.0,6,286000,111774,174226,85.2,7,Parking,Mixed Use Property,NonResidential,0.61,39.082,40857.14286,Compliant,inconnue,True,0.0,0.00020447968575076895,0.9997954733182286
475,3929371.0,98.43,1.0,7,144050,0,144050,26.0,90,Non-Refrigerated Warehouse,Warehouse,NonResidential,1.0,0.0,18006.25,Compliant,inconnue,False,0.0,0.3918046934229423,0.6081953065770578
476,5049446.5,47.25,1.0,3,60592,0,60592,16.0,86,Office,Small- and Mid-Sized Office,NonResidential,1.0,0.0,15148.0,Compliant,inconnue,False,0.0,0.051695170945964077,0.9483047300332819
477,74130576.0,810.7,0.0,6,1380959,0,1380959,79.0,104,Office,Large Office,NonResidential,1.0,0.0,197279.85714,Compliant,inconnue,False,0.0,0.08592972486818394,0.9140701402347123
478,7221482.5,100.42,1.0,1,107930,0,107930,57.0,23,Retail Store,Retail Store,NonResidential,1.0,0.0,53965.0,Compliant,inconnue,False,0.0,0.15029988648452725,0.8496999058018904
479,1618110.375,49.25,1.0,1,99084,0,99084,83.0,90,Non-Refrigerated Warehouse,Warehouse,NonResidential,1.0,0.0,49542.0,Compliant,inconnue,False,0.0,0.5086315573497265,0.49136821089846855
480,2581741.75,42.74,1.0,1,72719,0,72719,28.0,63,Distribution Center,Distribution Center,NonResidential,1.0,0.0,36359.5,Compliant,inconnue,False,0.0,0.20773069188659168,0.792269404947261
481,2773647.5,33.41,0.0,4,76624,0,76624,91.0,86,Office,Small- and Mid-Sized Office,NonResidential,1.0,0.0,15324.8,Compliant,inconnue,False,0.0,0.10999955834330065,0.8900002613886588
482,8570571.0,59.75,1.0,6,91706,36583,55123,2.0,15,Office,Small- and Mid-Sized Office,NonResidential,0.6,39.892,13100.85714,Compliant,inconnue,False,0.0,0.0,0.9999998833216597
483,19248732.0,477.85,1.0,5,129093,39902,89191,6.0,8,Medical Office,Medical Office,NonResidential,0.69,30.909,21515.5,Compliant,inconnue,False,0.0,0.38695572258993477,0.6130442254585913
484,8381834.5,58.43,1.0,5,138106,16221,121885,41.0,25,Office,Large Office,NonResidential,0.88,11.745,23017.66667,Compliant,inconnue,False,0.0,0.0,0.9999998210415632
485,2409429.0,67.29,1.0,1,56572,0,56572,66.0,43,Retail Store,Retail Store,NonResidential,1.0,0.0,28286.0,Compliant,inconnue,False,0.0,0.45419225882978914,0.5458077411702109
487,20560622.0,692.12,1.0,0,225982,0,225982,53.0,12,Medical Office,Medical Office,NonResidential,1.0,0.0,225982.0,Compliant,inconnue,False,0.38012775099897267,0.0,0.6198721517277055
488,39403320.0,734.72,0.0,0,516407,0,516407,31.0,10,Parking,Mixed Use Property,NonResidential,1.0,0.0,516407.0,Compliant,inconnue,False,0.0,0.25303735827336377,0.7469625148337754
489,25747022.0,185.39,1.0,11,312512,0,312512,47.4,16,Office,Large Office,NonResidential,1.0,0.0,26042.66667,Compliant,inconnue,True,0.0,0.004965817017595278,0.995034066464075
490,56498868.0,481.06,1.0,42,1592914,0,1592914,97.0,11,Office,Large Office,NonResidential,1.0,0.0,37044.51163,Compliant,inconnue,False,0.017458813289852108,0.0068768103460055165,0.975664220387566
491,2478025.25,17.28,1.0,6,97720,0,97720,57.0,90,Office,Small- and Mid-Sized Office,NonResidential,1.0,0.0,13960.0,Compliant,inconnue,True,0.0,0.0,0.9999998991132153
492,17254810.0,190.1,1.0,10,422503,206580,215923,46.0,31,Medical Office,Medical Office,NonResidential,0.51,48.894,38409.36364,Compliant,inconnue,False,0.05761606836006888,0.0,0.9423838338411145
493,5792926.0,40.38,1.0,7,94500,0,94500,68.0,29,Medical Office,Medical Office,NonResidential,1.0,0.0,11812.5,Compliant,inconnue,False,0.0,0.0,0.9999998273756647
494,5417598.0,94.74,0.0,1,94713,0,94713,79.0,11,Retail Store,Retail Store,NonResidential,1.0,0.0,47356.5,Compliant,inconnue,False,0.0,0.22790487592471792,0.772095124075282
495,14751117.0,130.32,1.0,9,302902,101342,201560,58.0,8,Medical Office,Medical Office,NonResidential,0.67,33.457,30290.2,Compliant,inconnue,False,0.0,0.04037978954407317,0.9596200748729741
496,15067340.0,357.39,1.0,19,319911,156407,163504,50.0,43,Medical Office,Medical Office,NonResidential,0.51,48.891,15995.55,Compliant,inconnue,False,0.23852519754648133,0.0,0.7614746863082668
497,8138616.5,282.46,1.0,6,205521,0,205521,94.0,116,Office,Large Office,NonResidential,1.0,0.0,29360.14286,Compliant,inconnue,False,0.2541791654638107,0.21428113734072615,0.5315396050422083
498,3065954.5,21.37,1.0,6,56700,0,56700,55.0,116,Office,Small- and Mid-Sized Office,NonResidential,1.0,0.0,8100.0,Compliant,inconnue,False,0.0,0.0,0.9999998369186497
499,2729167.75,23.48,1.0,4,72000,0,72000,89.0,91,Office,Small- and Mid-Sized Office,NonResidential,1.0,0.0,14400.0,Compliant,inconnue,False,0.0,0.035386611907604434,0.9646131132833443
500,5101504.5,35.56,1.0,4,191146,94892,96254,93.0,16,Office,Large Office,NonResidential,0.5,49.644,38229.2,Compliant,inconnue,False,0.0,0.0,0.9999999019896973
501,9029489.0,310.19,1.0,3,68763,11527,57236,57.6,15,Other - Recreation,Other,NonResidential,0.83,16.763,17190.75,Compliant,inconnue,True,0.0,0.5934694643295982,0.40653042492216335
502,20725996.0,530.62,3.0,1,102133,0,102133,49.8,22,Other,Other,NonResidential,1.0,0.0,51066.5,Compliant,inconnue,True,0.0,0.4037942495019298,0.5962056540008982
504,15725581.0,116.95,1.0,14,362046,0,362046,86.0,8,Office,Large Office,NonResidential,1.0,0.0,24136.4,Compliant,inconnue,False,0.0,0.010087194870574257,0.98991261435746
506,13085297.0,270.17,3.0,2,81336,0,81336,50.6,22,Other,Other,NonResidential,1.0,0.0,27112.0,Compliant,inconnue,True,0.0,0.29640282524729855,0.7035970983310504
507,16020642.0,111.69,1.0,23,538933,0,538933,90.0,15,Office,Large Office,NonResidential,1.0,0.0,22455.54167,Compliant,inconnue,False,0.0,0.0,0.9999998751610578
509,5233553.5,36.49,1.0,6,275982,197130,78852,58.0,33,Parking,Other,NonResidential,0.29,71.429,39426.0,Compliant,inconnue,True,0.0,0.0,0.999999904462618
510,4391348.0,30.61,1.0,5,98668,0,98668,91.0,34,Office,Small- and Mid-Sized Office,NonResidential,1.0,0.0,16444.66667,Compliant,inconnue,False,0.0,0.0,1.0
511,8751704.0,98.54,1.0,1,158931,28381,130550,12.0,9,Office,Large Office,NonResidential,0.82,17.857,79465.5,Compliant,inconnue,False,0.0,0.09294818471922725,0.9070517010173105
512,22078064.0,357.86,1.0,1,105100,0,105100,1.0,38,Office,Large Office,NonResidential,1.0,0.0,52550.0,Compliant,inconnue,False,0.0,0.20021488297162288,0.7997850717345506
514,2661488.0,60.7,1.0,1,50660,0,50660,51.0,38,Retail Store,Retail Store,NonResidential,1.0,0.0,25330.0,Compliant,inconnue,False,0.0,0.3432343110320242,0.6567656889679758
515,2203026.5,55.73,1.0,2,61929,0,61929,59.0,79,Office,Small- and Mid-Sized Office,NonResidential,1.0,0.0,20643.0,Compliant,inconnue,False,0.0,0.39716816842648056,0.6028316046130175
516,25478086.0,177.62,1.0,4,165111,55000,110111,1.0,16,Office,Large Office,NonResidential,0.67,33.311,33022.2,Compliant,inconnue,False,0.0,0.0,0.9999998822517515
518,802312.5,5.59,1.0,3,20565,0,20565,65.0,91,Office,Small- and Mid-Sized Office,NonResidential,1.0,0.0,5141.25,Compliant,inconnue,False,0.0,0.0,0.9999993768014334
519,7857972.5,54.78,1.0,5,159937,55971,103966,63.0,16,Office,Large Office,NonResidential,0.65,34.996,26656.16667,Compliant,inconnue,False,0.0,0.0,0.9999999363703551
